110.0, 0.0, 0.339192280828
110.0, 0.2, 0.600663900576
110.0, 0.4, 0.637573969757
110.0, 0.6, 0.584403454994
110.0, 0.8, 0.428303214345
110.0, 1.0, 0.427690734584
110.0, 1.2, 0.487041619368
110.0, 1.4, 0.384837771337
110.0, 1.6, 0.286532241269
110.0, 1.8, 0.277337904935
-60.0, 0.0, 0.408970815966
-60.0, 0.2, -0.168853450321
-60.0, 0.4, -0.288459550275
-60.0, 0.6, -0.376386085182
-60.0, 0.8, -0.446372141224
-60.0, 1.0, -0.478104632838
-60.0, 1.2, -0.471549607448
-60.0, 1.4, -0.418994979864
-60.0, 1.6, -0.376014898559
-60.0, 1.8, -0.287476606749
-60.0, 2.0, 0.125063996541
115.0, 0.0, 0.331917526848
115.0, 0.2, 0.595508706342
115.0, 0.4, 0.666932999833
115.0, 0.6, 0.688886184353
115.0, 0.8, 0.621849569859
115.0, 1.0, 0.51860543994
115.0, 1.2, 0.454603628466
115.0, 1.4, 0.414365935744
115.0, 1.6, 0.553075485314
115.0, 1.8, 0.592864962386
-65.0, 0.0, 0.195263394225
-65.0, 0.2, -0.164021504948
-65.0, 0.4, -0.272688387028
-65.0, 0.6, -0.380671457176
-65.0, 0.8, -0.417315472247
-65.0, 1.0, -0.424367252184
-65.0, 1.2, -0.391747712874
-65.0, 1.4, -0.340929495564
-65.0, 1.6, -0.270356613934
-65.0, 1.8, -0.142445116903
-65.0, 2.0, 0.382666740954
115.0, 0.0, 0.389142864411
115.0, 0.2, 0.681408952411
115.0, 0.4, 0.741069499152
115.0, 0.6, 0.739696794916
115.0, 0.8, 0.623885323826
115.0, 1.0, 0.4896151618
115.0, 1.2, 0.422536276485
115.0, 1.4, 0.506739216625
115.0, 1.6, 0.578626644568
115.0, 1.8, 0.418418374762
-77.0, 0.0, -0.0320067482717
-77.0, 0.2, -0.30777039209
-77.0, 0.4, -0.429219646649
-77.0, 0.6, -0.541834279912
-77.0, 0.8, -0.658335185094
-77.0, 1.0, -0.696720000062
-77.0, 1.2, -0.704525018974
-77.0, 1.4, -0.683411137576
-77.0, 1.6, -0.633663968536
-77.0, 1.8, -0.605508075586
-77.0, 2.0, 0.0628270599748
117.0, 0.0, 0.364486050822
117.0, 0.2, 0.679400112904
117.0, 0.4, 0.731368857426
117.0, 0.6, 0.730605673135
117.0, 0.8, 0.567137123206
117.0, 1.0, 0.45746410913
117.0, 1.2, 0.461408092755
117.0, 1.4, 0.595022621835
117.0, 1.6, 0.617062817415
117.0, 1.8, 0.572639343379
-72.0, 0.0, 0.440498714808
-72.0, 0.2, -0.20504320587
-72.0, 0.4, -0.361510086076
-72.0, 0.6, -0.495665202128
-72.0, 0.8, -0.592797275707
-72.0, 1.0, -0.668305533087
-72.0, 1.2, -0.708920034969
-72.0, 1.4, -0.706460074692
-72.0, 1.6, -0.679832589082
-72.0, 1.8, -0.618112778512
-72.0, 2.0, 0.265001904649
120.0, 0.0, 0.403456466482
120.0, 0.2, 0.713895169295
120.0, 0.4, 0.735685104016
120.0, 0.6, 0.658424358753
120.0, 0.8, 0.560075354767
120.0, 1.0, 0.499659945728
120.0, 1.2, 0.51434189144
120.0, 1.4, 0.631834924877
120.0, 1.6, 0.643649660977
120.0, 1.8, 0.482557606607
-70.0, 0.0, 0.181956967348
-70.0, 0.2, -0.269419127014
-70.0, 0.4, -0.362028847419
-70.0, 0.6, -0.460325700157
-70.0, 0.8, -0.515725225309
-70.0, 1.0, -0.575276987652
-70.0, 1.2, -0.593693221104
-70.0, 1.4, -0.575877407036
-70.0, 1.6, -0.512508109043
-70.0, 1.8, -0.463678722794
-70.0, 2.0, 0.254664116315
122.0, 0.0, 0.383690658639
122.0, 0.2, 0.735221781261
122.0, 0.4, 0.776087740432
122.0, 0.6, 0.776796095888
122.0, 0.8, 0.696319470961
122.0, 1.0, 0.62976370937
122.0, 1.2, 0.615421723841
122.0, 1.4, 0.551157644957
122.0, 1.6, 0.5152608134
122.0, 1.8, 0.419531367752
-67.0, 0.0, 0.362053700826
-67.0, 0.2, -0.11859042111
-67.0, 0.4, -0.22958358489
-67.0, 0.6, -0.352427995057
-67.0, 0.8, -0.489559057267
-67.0, 1.0, -0.569060027618
-67.0, 1.2, -0.596626840609
-67.0, 1.4, -0.594789787852
-67.0, 1.6, -0.55283131198
-67.0, 1.8, -0.468057124878
-67.0, 2.0, 0.177002450028
-67.0, 2.2, 0.177002450028
125.0, 0.0, 0.376810922508
125.0, 0.2, 0.728044514608
125.0, 0.4, 0.760538469191
125.0, 0.6, 0.761251689492
125.0, 0.8, 0.713349342664
125.0, 1.0, 0.670654970981
125.0, 1.2, 0.680126351299
125.0, 1.4, 0.755889041222
125.0, 1.6, 0.822783870561
125.0, 1.8, 0.778767872764
-75.0, 0.0, 0.203770184473
-75.0, 0.2, -0.362730172231
-75.0, 0.4, -0.486117841282
-75.0, 0.6, -0.605954304349
-75.0, 0.8, -0.682977720782
-75.0, 1.0, -0.729224661949
-75.0, 1.2, -0.745510102127
-75.0, 1.4, -0.722295352633
-75.0, 1.6, -0.652563647302
-75.0, 1.8, -0.598815273703
-75.0, 2.0, 0.524967554465
-75.0, 2.2, 0.524967554465
127.0, 0.0, 0.451806965908
127.0, 0.2, 0.801837693594
127.0, 0.4, 0.838566061998
127.0, 0.6, 0.883136961449
127.0, 0.8, 0.888036866205
127.0, 1.0, 0.875741668859
127.0, 1.2, 0.847775485934
127.0, 1.4, 0.809126188364
127.0, 1.6, 0.690046303836
127.0, 1.8, 0.527275137507
-64.0, 0.0, 0.344136995231
-64.0, 0.2, -0.107198871021
-64.0, 0.4, -0.245992805177
-64.0, 0.6, -0.434522196472
-64.0, 0.8, -0.529785932736
-64.0, 1.0, -0.668995138831
-64.0, 1.2, -0.716423878793
-64.0, 1.4, -0.714915757183
-64.0, 1.6, -0.64624905525
-64.0, 1.8, -0.530062472854
-64.0, 2.0, 0.349895697289
-64.0, 2.2, 0.349895697289
130.0, 0.0, 0.341647309252
130.0, 0.2, 0.726920973998
130.0, 0.4, 0.830037670471
130.0, 0.6, 0.899553295564
130.0, 0.8, 0.985845186352
130.0, 1.0, 1.036965217
130.0, 1.2, 1.01223831249
130.0, 1.4, 0.951979044096
130.0, 1.6, 0.713857592354
130.0, 1.8, 0.37897311481
-78.0, 0.0, 0.054190091662
-78.0, 0.2, -0.370702106441
-78.0, 0.4, -0.503835315616
-78.0, 0.6, -0.59791377045
-78.0, 0.8, -0.697728151325
-78.0, 1.0, -0.757852305078
-78.0, 1.2, -0.7956238648
-78.0, 1.4, -0.798652749563
-78.0, 1.6, -0.766199796861
-78.0, 1.8, -0.701687458781
-78.0, 2.0, 0.217102494907
-78.0, 2.2, 0.217102494907
132.0, 0.0, 0.379993266051
132.0, 0.2, 0.799531959077
132.0, 0.4, 0.867287223835
132.0, 0.6, 0.922827850373
132.0, 0.8, 0.960127344842
132.0, 1.0, 0.949908365682
132.0, 1.2, 0.863099837884
132.0, 1.4, 0.763514769243
132.0, 1.6, 0.587034227336
132.0, 1.8, 0.408227221389
-62.0, 0.0, 0.288013620459
-62.0, 0.2, -0.053735904944
-62.0, 0.4, -0.142763821932
-62.0, 0.6, -0.325096753689
-62.0, 0.8, -0.488729878851
-62.0, 1.0, -0.606561315598
-62.0, 1.2, -0.654645953996
-62.0, 1.4, -0.657284725422
-62.0, 1.6, -0.606421270235
-62.0, 1.8, -0.545980187711
-62.0, 2.0, 0.152707077901
-62.0, 2.2, 0.152707077901
135.0, 0.0, 0.320218863466
135.0, 0.0, 0.320218863466
135.0, 0.2, 0.808386560904
135.0, 0.4, 0.892020905922
135.0, 0.6, 1.00211902019
135.0, 0.8, 1.03796474213
135.0, 1.0, 1.117568273
135.0, 1.2, 1.13181656651
135.0, 1.4, 1.01155307339
135.0, 1.6, 0.876867030447
135.0, 1.8, 0.625578066829
-80.0, 0.0, 0.333874020713
-80.0, 0.2, -0.492369183486
-80.0, 0.4, -0.579378839322
-80.0, 0.6, -0.716904287463
-80.0, 0.8, -0.838486182453
-80.0, 1.0, -0.899873115103
-80.0, 1.2, -0.91970768302
-80.0, 1.4, -0.914080804418
-80.0, 1.6, -0.882451939038
-80.0, 1.8, -0.807609242227
-80.0, 2.0, 0.294930057709
-80.0, 2.2, 0.294930057709
137.0, 0.0, 0.36930334151
137.0, 0.2, 0.829738610685
137.0, 0.4, 0.943925318822
137.0, 0.6, 1.06616325167
137.0, 0.8, 1.0793373242
137.0, 1.0, 1.07133758333
137.0, 1.2, 0.992759057678
137.0, 1.4, 0.784064165547
137.0, 1.6, 0.532769357382
-82.0, 0.0, 0.302118036785
-82.0, 0.2, -0.399919659829
-82.0, 0.4, -0.474428109015
-82.0, 0.6, -0.576051097668
-82.0, 0.8, -0.645146832662
-82.0, 1.0, -0.701812350494
-82.0, 1.2, -0.725931760666
-82.0, 1.4, -0.714639933352
-82.0, 1.6, -0.664677744466
-82.0, 1.8, 0.201249753629
-82.0, 2.0, 0.201249753629
139.0, 0.0, 0.348879834484
139.0, 0.2, 0.867880522015
139.0, 0.4, 1.04067628243
139.0, 0.6, 1.12697007052
139.0, 0.8, 1.22599645008
139.0, 1.0, 1.24353744194
139.0, 1.2, 1.19683533471
139.0, 1.4, 1.11440735801
139.0, 1.6, 0.902617215918
139.0, 1.8, 0.709954471156
-84.0, 0.0, 0.315310339009
-84.0, 0.2, -0.406339999947
-84.0, 0.4, -0.468606912836
-84.0, 0.6, -0.56061684555
-84.0, 0.8, -0.668330047587
-84.0, 1.0, -0.717189973761
-84.0, 1.2, -0.719947539642
-84.0, 1.4, -0.704029156035
-84.0, 1.6, -0.65844334427
-84.0, 1.8, -0.591922225414
-84.0, 2.0, 0.350644398284
-84.0, 2.2, 0.350644398284
140.0, 0.0, 0.331059243005
140.0, 0.2, 0.852734420218
140.0, 0.4, 0.95151659075
140.0, 0.6, 1.03215467969
140.0, 0.8, 1.10757253831
140.0, 1.0, 1.11025210775
140.0, 1.2, 1.0354511771
140.0, 1.4, 0.86619335055
140.0, 1.6, 0.721142713214
140.0, 1.8, 0.680590461833
-85.0, 0.0, 0.105234899468
-85.0, 0.2, -0.448846233637
-85.0, 0.4, -0.529575314275
-85.0, 0.6, -0.63429614627
-85.0, 0.8, -0.694620365029
-85.0, 1.0, -0.716296506723
-85.0, 1.2, -0.715287133428
-85.0, 1.4, -0.673473361485
-85.0, 1.6, -0.643535494248
-85.0, 1.8, 0.326899440814
-85.0, 2.0, 0.326899440814
-85.0, 2.2, 0.326899440814
